RMSE,Num_Points,Density,LBP,Class
0.03565823416425288,18,0.144,14,50
0.07969924295845802,10,0.08,55,50
0.06796344156300968,35,0.28,53,50
0.06900498894738964,60,0.48,47,50
0.08123647675938526,51,0.408,31,50
0.07321211591782906,80,0.64,11,50
0.08580966382811443,91,0.728,7,50
0.10400578326210276,180,1.44,25,50
0.08292905806126559,131,1.048,63,50
0.14104954880185042,29,0.232,62,50
0.0339486201035964,11,0.088,11,50
5.2598218842295936e-05,6,0.048,23,50
0.010606411504351772,4,0.032,58,50
0.04005200500009701,7,0.056,8,50
0.09686006158762214,13,0.104,55,50
0.027303515303442483,13,0.104,0,50
0.068631685362499,12,0.096,34,50
0.05969938850817984,13,0.104,55,50
0.08865057403600014,32,0.256,34,50
0.10790112198642468,41,0.328,13,50
0.07622364125155263,63,0.504,7,50
0.08954630171423153,73,0.584,21,50
0.09716325783460118,45,0.36,3,50
0.1716073159664924,77,0.616,44,50
0.16001609106180625,136,1.088,29,50
0.03793757482282327,9,0.072,6,50
0.05213583621847216,17,0.136,6,50
0.0657169778448064,12,0.096,63,50
0.030081508178654435,10,0.08,22,50
0.05666484893528638,19,0.152,20,50
0.09171019946759867,24,0.192,13,50
0.05340445008273712,28,0.224,59,50
0.0659969123198487,20,0.16,24,50
0.0830204126163325,36,0.288,27,50
0.06958090971577734,33,0.264,57,50
0.04164166491162018,12,0.096,20,50
0.13052866932187937,76,0.608,46,50
0.00020371844142110963,8,0.064,38,50
0.040307315013095514,9,0.072,34,50
0.020804082698671445,7,0.056,36,50
0.07578029896061873,17,0.136,52,50
0.03902288625454394,14,0.112,19,50
0.013100894747595754,9,0.072,52,50
0.039442178953665724,11,0.088,30,50
0.018720468673371737,4,0.032,53,50
0.099517068765828,26,0.208,56,50
1.0748619803472673e-07,3,0.024,46,50
0.21963351884882723,18,0.144,2,51
0.073863663733267,8,0.064,62,51
0.08274696430414788,5,0.04,40,51
0.1832316780864711,19,0.152,63,51
0.04298422399375429,5,0.04,39,51
0.16229874970231106,15,0.12,24,51
0.06840114550252158,8,0.064,43,51
0.06552019955072998,7,0.056,45,51
0.14708278068060412,41,0.328,31,51
0.13851429607573923,25,0.2,46,51
0.21768329121665703,67,0.536,6,51
0.1817951315809295,45,0.36,3,51
0.07977498231403095,13,0.104,16,51
0.17847230735005162,42,0.336,62,51
0.15818205512659578,60,0.48,12,51
0.10885251614957979,15,0.12,8,51
0.3173923397871543,185,1.48,32,51
0.1313192635304389,84,0.672,46,51
0.15352055957820074,60,0.48,51,51
0.23529722160245317,338,2.704,10,51
0.14717499618076896,141,1.128,28,51
0.16307705794279917,137,1.096,41,51
0.2426147268435819,531,4.248,26,51
0.043591872343763875,10,0.08,29,51
0.13806334052910985,149,1.192,30,51
0.24349008531804583,1301,10.408,46,51
0.0839302184847319,86,0.688,57,51
0.17587991049899543,248,1.984,18,51
0.2428435099054896,2359,18.872,27,51
0.10078576485620806,234,1.872,61,51
0.20553018300129244,183,1.464,53,51
0.24651221110886076,4020,32.16,27,51
0.11500082600508739,645,5.16,22,51
0.1477199234184193,136,1.088,37,51
0.239070760164478,5927,47.416,63,51
0.1469436356401751,650,5.2,59,51
0.09540217724123319,222,1.776,61,51
0.24287684679551558,6057,48.456,55,51
0.030303458022307418,34,0.272,28,51
0.08109865027632772,191,1.528,40,51
0.2629568460634308,1826,14.608,23,51
0.06905424562757428,50,0.4,56,51
0.21417574325215744,542,4.336,63,51
0.02495855408465635,7,0.056,6,51
0.1552021998486506,790,6.32,11,51
0.18777586678845545,943,7.544,45,51
0.1197790409324369,23,0.184,2,51
0.23154977105064742,858,6.864,50,51
0.2079001236735697,511,4.088,37,51
0.2184013240384797,189,1.512,62,51
0.21245397555655887,197,1.576,49,51
0.21241388013288476,57,0.456,61,51
0.31617162147058425,296,2.368,55,51
0.13841052150418423,53,0.424,32,51
0.2169431928558715,64,0.512,54,51
0.17226938985210366,59,0.472,23,51
0.0666717185831302,7,0.056,12,51
0.10430620635310257,20,0.16,20,51
0.19759410630454896,51,0.408,24,51
0.06929745224243933,18,0.144,8,51
0.059198937960935165,5,0.04,63,51
0.1397864192935604,39,0.312,19,51
0.12585762149339771,25,0.2,26,51
0.14452744100900952,65,0.52,47,51
0.08674606361833272,43,0.344,32,51
0.12458767518350093,33,0.264,30,51
0.089235015625532,4,0.032,58,51
0.0524401856932896,8,0.064,31,51
0.05729736360061526,7,0.056,63,51
0.1125842005164492,50,0.4,37,51
0.1719181149758386,86,0.688,45,51
0.10629706285523569,26,0.208,13,51
4.005053729158108e-06,4,0.032,53,51
0.04169911098790506,10,0.08,51,51
6.686080000761763e-08,3,0.024,35,51
0.16780655903428465,105,0.84,32,51
0.16533317306788795,128,1.024,8,51
0.16665899717959204,17,0.136,7,51
1.8219752817572103e-08,3,0.024,49,51
0.006483972898711666,5,0.04,57,51
0.14377461385331944,8,0.064,10,51
0.19689766650418403,26,0.208,1,51
0.29633640203622225,25,0.2,59,51
1.7008971838391085e-07,3,0.024,16,51
0.2273243803684345,60,0.48,33,51
0.16112242398038618,137,1.096,17,51
0.2119469570980788,61,0.488,63,51
0.16044425294883002,27,0.216,18,51
0.08046511537326952,15,0.12,28,51
1.6017320104290122e-06,4,0.032,61,51
0.0015850066324106138,4,0.032,3,51
0.030767862407659146,4,0.032,46,51
0.08006185480780348,26,0.208,24,51
0.09841808586563487,36,0.288,38,51
0.08244661372784935,44,0.352,63,51
0.1536571685247555,59,0.472,63,51
0.1505878219874906,59,0.472,3,51
0.14154614392755502,78,0.624,45,51
0.19467666308262407,82,0.656,32,51
0.20044232301014842,118,0.944,49,51
0.16789987812964716,59,0.472,24,51
0.07234307493672172,17,0.136,0,51
0.15724311835090057,22,0.176,20,51
0.08462033425894358,12,0.096,5,51
0.13365186493675768,50,0.4,31,51
0.056308041850799344,6,0.048,15,51
4.824372437188066e-08,3,0.024,59,51
0.17685271393553137,11,0.088,60,51
0.1711369700127238,17,0.136,15,51
0.12184953556959467,12,0.096,39,51
0.059739751750171384,5,0.04,63,51
0.03827725601564332,8,0.064,45,51
0.09371987394992466,6,0.048,12,51
0.0751804516329819,11,0.088,9,51
0.08815641763432173,5,0.04,27,51
0.1091847883757082,34,0.272,32,51
0.0838994007437517,29,0.232,42,51
0.07316179080650853,61,0.488,31,51
0.06960449981987403,34,0.272,7,51
0.04870199746104034,28,0.224,47,51
0.016053029368914295,10,0.08,37,51
9.933931605550967e-09,3,0.024,4,51
1.4425633641697762e-06,3,0.024,6,51
0.03790567931509373,4,0.032,10,51
0.1548959749493469,35,0.28,52,51
0.08392594688344251,27,0.216,29,51
0.03374392242741016,4,0.032,63,51
0.09412756512224693,13,0.104,13,51
0.09866597997324343,10,0.08,63,51
0.13158732898993566,17,0.136,52,51
1.8214343005714302e-06,3,0.024,31,51
0.08479345152900288,7,0.056,56,51
0.037504053138126985,4,0.032,23,51
5.593211114170635e-10,3,0.024,21,51
0.02276051720462723,5,0.04,60,51
0.05260947474007661,8,0.064,29,51
8.238889866639809e-09,3,0.024,36,51
0.026116518567892415,4,0.032,23,51
6.236615561761027e-07,3,0.024,59,51
8.149231082070877e-05,5,0.04,17,50
5.1500691424850844e-05,5,0.04,45,50
0.00013042020788572636,5,0.04,3,50
0.061893099576835454,9,0.072,46,50
9.60025589647766e-05,5,0.04,39,50
0.04446450544308256,8,0.064,19,50
0.0001375995309347801,6,0.048,18,50
0.00012581652439413944,5,0.04,50,50
0.0020583569841140727,4,0.032,0,50
1.5118105082787852e-05,4,0.032,62,50
7.509077389518855e-08,3,0.024,57,50
0.010605092090470138,4,0.032,3,50
0.09631583673134667,9,0.072,14,50
0.10030795037831895,10,0.08,14,50
0.0001527219617100784,5,0.04,39,50
6.173349049731769e-07,3,0.024,9,50
0.13826104914151954,10,0.08,60,50
0.09550628607376027,5,0.04,18,50
1.2560739669470201e-15,3,0.024,62,50
0.08900136549785848,6,0.048,53,50
0.07919850107278492,13,0.104,4,50
2.535190886103046e-05,4,0.032,5,50
4.705363844929405e-06,3,0.024,41,50
0.1172291210465639,11,0.088,30,50
1.5467047613052884e-07,3,0.024,38,50
0.01909167149787336,4,0.032,51,50
0.09904629011111893,9,0.072,19,50
0.0979004270940244,10,0.08,4,50
8.217700287430446e-05,5,0.04,58,50
0.04326234892815811,7,0.056,45,50
3.2130961096638044e-07,3,0.024,8,50
0.13483714106023498,10,0.08,3,50
0.20735618004994963,15,0.12,30,50
8.592366196750225e-05,5,0.04,8,50
0.00019502872040334768,4,0.032,52,50
0.06606720474097752,8,0.064,38,50
8.0087416915094e-05,5,0.04,19,50
0.0002419432259327359,4,0.032,47,50
0.042467652449300945,5,0.04,21,50
0.10447881731464839,9,0.072,15,50
0.06813242284964356,8,0.064,18,50
0.04060095837896103,9,0.072,1,50
0.00010514403033745509,6,0.048,21,50
0.05703865904649921,7,0.056,14,50
0.06038201770459347,7,0.056,62,50
0.07316740350297217,7,0.056,47,50
0.014567823358468698,4,0.032,54,50
0.02875884613611114,4,0.032,52,50
0.05765027823953135,11,0.088,2,50
0.07680840769200985,11,0.088,27,50
0.08090242795211969,24,0.192,63,50
0.0002139996023806843,8,0.064,56,50
3.9913808406547946e-07,3,0.024,59,50
5.4475817038968216e-05,4,0.032,7,50
7.205099275183182e-05,6,0.048,21,50
0.07037022034319466,11,0.088,1,50
0.0001698158987810919,6,0.048,20,50
0.03393948168270549,6,0.048,26,50
6.747535413372437e-06,3,0.024,9,50
0.03683889681621026,5,0.04,16,50
0.08148606438228101,24,0.192,20,50
0.07800648572262084,17,0.136,22,50
0.134786581842108,30,0.24,48,50
6.030129376573732e-07,3,0.024,61,50
0.0003700944249420824,5,0.04,56,50
0.05311286694165298,9,0.072,7,50
0.11167304332248724,13,0.104,59,50
0.00018015904832354492,6,0.048,3,50
0.00017326764465519238,6,0.048,24,50
0.058379353508219683,18,0.144,20,50
0.01613403863823136,7,0.056,23,50
0.08004918081078836,6,0.048,4,50
0.04611531286543974,10,0.08,32,50
0.11323592400702093,19,0.152,28,50
0.07243557835046381,16,0.128,7,50
0.12028653393704197,29,0.232,47,50
0.06878931521569563,10,0.08,47,50
0.10904017237465995,19,0.152,23,50
0.07637100143284249,7,0.056,28,50
0.053967534648471066,10,0.08,39,50
0.009501360918470682,4,0.032,44,50
0.09094242799189894,15,0.12,54,50
0.07224363972582869,12,0.096,61,50
3.0429156971933935e-07,3,0.024,3,50
0.0726621008079513,24,0.192,40,50
0.07445491992394769,13,0.104,23,50
0.11968201680188849,22,0.176,8,50
0.10526486071160657,38,0.304,33,50
3.4705665778271094e-07,3,0.024,63,50
0.09153125898858164,17,0.136,11,50
1.577739176528148e-07,3,0.024,7,50
0.0711604327870872,13,0.104,38,50
0.10063342744022943,28,0.224,9,50
0.08102029514738857,20,0.16,51,50
6.019636037043106e-07,3,0.024,3,50
0.059453797916396815,4,0.032,17,50
0.09831680450720753,14,0.112,41,50
0.10453020779358715,17,0.136,45,50
5.706697550067474e-07,3,0.024,57,50
0.11704034384181104,10,0.08,51,50
0.0967516308754887,21,0.168,1,50
0.04972004230049358,21,0.168,9,50
0.10537587091204685,28,0.224,63,50
0.09894064036146094,28,0.224,50,50
0.04377126767705681,8,0.064,53,50
0.03268614915147312,10,0.08,21,50
0.06294519536523345,15,0.12,48,50
0.030078440975369686,9,0.072,1,50
0.05750762721057151,25,0.2,55,50
0.08429169534051394,43,0.344,28,50
0.22161170670410163,42,0.336,30,50
5.314953911058259e-07,3,0.024,55,50
3.2300025431755835e-05,5,0.04,10,50
0.0003256016720741762,7,0.056,4,50
0.07824210496339909,22,0.176,42,50
0.0850741177124434,20,0.16,62,50
8.470614870266976e-07,3,0.024,36,50
0.07901368145791433,8,0.064,34,50
0.0642582834084986,6,0.048,45,50
0.06141479037200167,5,0.04,5,50
0.08755852239507986,38,0.304,2,50
0.06859492575944394,27,0.216,39,50
0.036455463945864616,15,0.12,47,50
0.07105617070313416,11,0.088,0,50
0.05162541665328924,31,0.248,32,50
0.11823900887729269,47,0.376,45,50
0.06813755301687459,26,0.208,8,50
0.04683208241346311,12,0.096,20,50
