RMSE,Num_Points,Density,LBP,Class
0.023209465052908333,990,7.92,55,50
0.03458623704231853,539,4.312,4,50
0.02860159216716659,239,1.912,51,50
0.02989268147957613,99,0.792,21,50
0.021241768731887642,72,0.576,47,50
0.02548990560964516,61,0.488,63,50
0.008172891264565853,14,0.112,60,50
0.011916044754808392,15,0.12,47,50
0.02878394403505122,44,0.352,48,50
0.029502408522865512,14,0.112,63,50
0.018511425115731638,6,0.048,63,50
0.01740853666033223,7,0.056,23,50
0.011717061564022227,8,0.064,43,50
3.7228424136041366e-07,3,0.024,18,50
0.013300744286517159,7,0.056,38,50
0.008771685121225031,6,0.048,3,50
0.006631870745842976,6,0.048,3,50
1.204991905960166e-06,3,0.024,12,50
0.03148415338290041,8,0.064,1,50
0.012496940656912878,4,0.032,1,50
8.190203804048224e-08,3,0.024,51,50
0.025435276286885924,15,0.12,1,50
0.020579684100298333,19,0.152,0,50
0.004889847593683585,6,0.048,0,50
0.01053930300281681,10,0.08,62,50
0.005392084174448065,66,0.528,13,50
0.014236410558889278,331,2.648,14,50
0.019083852453385165,129,1.032,29,50
0.08432994428335752,1012,8.096,54,50
0.024844167376605827,2644,21.152,0,50
0.021694172455219037,1354,10.832,5,50
0.03090950158262606,573,4.584,0,50
0.01869204720623331,343,2.744,47,50
0.030042306278987713,165,1.32,63,50
0.030559379608314518,58,0.464,55,50
0.029961850241949608,72,0.576,52,50
0.030877840415722065,24,0.192,20,50
0.0024326576820546024,8,0.064,63,50
0.02993667258775539,19,0.152,9,50
0.027906348448732986,23,0.184,44,50
0.0002392916652726002,8,0.064,14,50
0.01970543732867182,17,0.136,1,50
0.025721618146593718,26,0.208,0,50
0.020623295074088954,18,0.144,42,50
0.014727978032678102,11,0.088,58,50
0.01916469162393207,20,0.16,18,50
0.023325081887063698,20,0.16,28,50
0.028177470923006053,14,0.112,11,50
0.028374292464561197,20,0.16,17,50
0.00898101424403837,17,0.136,27,50
0.026941338408848575,24,0.192,0,50
0.025328938156858032,25,0.2,36,50
0.0002974701485046361,8,0.064,36,50
0.0064939671583587625,4,0.032,28,50
1.4152878595989906e-05,4,0.032,48,50
0.020894311402969653,34,0.272,2,50
0.02289955800301585,36,0.288,58,50
0.009836884050220585,27,0.216,10,50
0.01682609632011236,18,0.144,13,50
0.08923504452854372,15,0.12,0,50
0.04236375675915315,57,0.456,26,50
0.010035584817245017,55,0.44,4,50
0.06815873841516225,1196,9.568,63,50
0.02234040539490865,2874,22.992,58,50
0.02329574261066467,1326,10.608,35,50
0.030948964337297755,496,3.968,47,50
0.025836345280937055,273,2.184,8,50
0.03142294555725027,181,1.448,60,50
0.027185049896861324,67,0.536,36,50
0.03841744148295735,61,0.488,63,50
0.041421404015521315,45,0.36,59,50
0.018923024181014995,20,0.16,22,50
0.027930340028795415,6,0.048,40,50
0.0002955737294484607,8,0.064,12,50
0.025136904498726426,14,0.112,1,50
0.008514525539846284,12,0.096,4,50
0.019805203403764734,13,0.104,12,50
0.011127060847429485,12,0.096,63,50
0.003758885574542029,8,0.064,52,50
0.012259232428302225,14,0.112,9,50
9.738843477328142e-05,5,0.04,37,50
0.024182667058974424,8,0.064,8,50
2.1407938829061854e-07,3,0.024,5,50
0.006177032822354901,5,0.04,29,50
1.829319806745389e-09,3,0.024,63,50
0.008294168566055466,5,0.04,47,50
0.019039342290041422,25,0.2,32,50
0.016757825932104894,13,0.104,63,50
1.1561394656605366e-05,5,0.04,18,50
0.006270120462409831,53,0.424,32,50
0.016824105887683568,128,1.024,59,50
0.059124482711504826,275,2.2,0,50
0.0318119926948921,1903,15.224,0,50
0.02084305542352871,2616,20.928,63,50
0.0259387548278729,1168,9.344,13,50
0.03575337754638774,549,4.392,8,50
0.025716918876124352,255,2.04,52,50
0.024383826216402577,170,1.36,23,50
0.03836083701764364,100,0.8,46,50
0.023857557918660507,32,0.256,20,50
0.029754362469051714,27,0.216,62,50
3.1480396600613863e-07,3,0.024,0,50
0.0509358698249909,25,0.2,31,50
0.017514877779422608,30,0.24,2,50
0.011833079963846868,10,0.08,3,50
0.012099343175310556,25,0.2,16,50
0.011370044165800095,60,0.48,35,50
0.01325695881106852,24,0.192,63,50
3.800004740502534e-08,3,0.024,0,50
0.017428071229000287,211,1.688,59,50
0.031370015737939703,126,1.008,2,50
0.039459186898975124,555,4.44,0,50
0.01772769060016056,2363,18.904,14,50
0.022153767759684362,1471,11.768,21,50
0.019271585671028213,748,5.984,26,50
0.02153842260944396,479,3.832,60,50
0.03567901545932413,275,2.2,50,50
0.030167119244434947,196,1.568,63,50
0.023965789302946794,108,0.864,40,50
0.02281229128158802,38,0.304,20,50
0.01757104546698296,56,0.448,53,50
0.017955401447230745,269,2.152,36,50
0.01377821690655912,175,1.4,63,50
0.01761720527102632,70,0.56,59,50
0.013158219214101569,231,1.848,35,50
0.02811541414748155,604,4.832,63,50
0.01840227591080941,143,1.144,4,50
0.04506278270363441,955,7.64,0,50
0.02630073790748084,1151,9.208,28,50
0.018508540982761307,846,6.768,7,50
0.02655242174721084,568,4.544,39,50
0.022244858421581203,413,3.304,35,50
0.03124567613458849,269,2.152,11,50
0.024672298349557642,164,1.312,0,50
0.020689802117299545,70,0.56,32,50
0.005544181286840039,7,0.056,10,50
0.016980591078304536,62,0.496,28,50
0.025217095284193625,67,0.536,23,50
0.03082699075202022,162,1.296,20,50
0.015585437897453591,245,1.96,26,50
0.016161955174141943,244,1.952,2,50
0.01704063537224629,345,2.76,2,50
0.0244173038301244,494,3.952,43,50
0.015111442472089686,40,0.32,16,50
0.05641209107562125,654,5.232,59,50
0.029812364411616075,636,5.088,32,50
0.019942963521995514,546,4.368,48,50
0.017716891687042213,417,3.336,31,50
0.02327710958102333,315,2.52,19,50
0.022052071139559044,217,1.736,19,50
0.022898582277235503,86,0.688,26,50
0.018230980901674614,15,0.12,25,50
0.021223216515093922,47,0.376,10,50
0.01643847785931915,42,0.336,4,50
0.018950280461904594,62,0.496,11,50
0.017027307202561393,93,0.744,3,50
0.013470933007484188,202,1.616,42,50
0.019544849863619655,276,2.208,23,50
0.019975119403906286,234,1.872,48,50
0.026866193778416758,311,2.488,10,50
0.05361890973133883,397,3.176,45,50
0.02109560109536443,366,2.928,47,50
0.022625411896771207,311,2.488,6,50
0.026016906830831955,257,2.056,61,50
0.030539618547818934,151,1.208,31,50
0.02891901247031737,60,0.48,60,50
0.03364940231693688,16,0.128,63,50
0.022709989978039115,11,0.088,63,50
0.013449045864665774,7,0.056,5,50
0.022324968952584547,40,0.32,19,50
0.018326902210161766,38,0.304,12,50
0.018310371016226654,68,0.544,28,50
0.022665113868818813,87,0.696,44,50
0.01822167269296227,115,0.92,12,50
0.027600568716893575,190,1.52,56,50
0.026580469265709325,213,1.704,0,50
0.041416330514926554,123,0.984,0,50
0.0469044959785847,257,2.056,49,50
0.025384153088597042,165,1.32,20,50
0.023602494250185582,134,1.072,51,50
0.03753331002725715,63,0.504,0,50
0.016389127754274875,15,0.12,51,50
3.3391558129647336e-08,3,0.024,17,50
0.016757406888258896,6,0.048,18,50
0.004296647492421531,4,0.032,17,50
0.012407442566839143,12,0.096,1,50
0.016524970254362944,34,0.272,40,50
0.018141607140970142,39,0.312,38,50
0.021709024238384483,83,0.664,16,50
0.019668346657579328,73,0.584,0,50
0.016903093645951713,87,0.696,16,50
0.01995287600551667,101,0.808,0,50
0.02730458500797857,89,0.712,30,50
0.021183180818722308,5,0.04,16,50
0.09077918287838983,133,1.064,47,50
0.03266270472891856,106,0.848,25,50
0.04758264794228304,65,0.52,30,50
0.03702012499896619,25,0.2,63,50
0.004570047701742501,5,0.04,57,50
0.03321160464998116,7,0.056,25,50
0.00536650254614235,5,0.04,22,50
0.026624729202103948,26,0.208,47,50
0.017903581395488834,34,0.272,42,50
0.019007834106386286,52,0.416,6,50
0.02864230750476204,75,0.6,32,50
0.01867867450850833,54,0.432,46,50
0.014226502429213023,62,0.496,56,50
0.03425086637815772,71,0.568,0,50
0.05050359215600621,15,0.12,34,50
0.035756474186549106,74,0.592,15,50
0.02667192027833185,49,0.392,14,50
0.021787282623864496,17,0.136,36,50
2.1642507164187919e-07,3,0.024,20,50
0.02354830184455072,10,0.08,28,50
0.022678019162093367,13,0.104,31,50
0.035365568095344704,18,0.144,53,50
0.035364294710253916,4,0.032,50,50
1.3435004664330566e-08,3,0.024,48,50
0.030156668623499222,14,0.112,26,50
0.022820794126045273,29,0.232,63,50
0.015240416168725575,50,0.4,33,50
0.016543114636769305,39,0.312,0,50
0.024154074534593593,43,0.344,8,50
0.04134086666290278,31,0.248,1,50
3.3361284401678404e-07,3,0.024,1,50
0.03422739386863758,39,0.312,17,50
0.02837363520933056,33,0.264,14,50
0.022527074783916107,19,0.152,23,50
0.02965180424200019,22,0.176,46,50
0.04567952793818484,16,0.128,10,50
0.02531638629508896,9,0.072,40,50
0.03106275522504465,13,0.104,31,50
3.4502186431092565e-05,9,0.072,8,50
0.05791718634815309,45,0.36,3,50
0.028327442449482924,29,0.232,10,50
0.0234336437452046,26,0.208,32,50
0.0200568154257944,19,0.152,19,50
0.026845183827537186,41,0.328,36,50
0.024060658722583658,27,0.216,54,50
0.02830115155418862,20,0.16,0,50
0.024896779253239677,14,0.112,0,50
0.018964680734472102,8,0.064,28,50
0.000551161258558556,4,0.032,57,50
7.452735269660358e-08,3,0.024,14,50
1.1339722116865405e-07,3,0.024,29,50
0.03229524087759098,19,0.152,19,50
0.021057504790907924,23,0.184,1,50
0.022776606959483747,27,0.216,3,50
0.03565397083749966,24,0.192,14,50
0.020271171651880974,12,0.096,43,50
0.04106235116809139,30,0.24,8,50
0.023252668074342252,18,0.144,61,50
0.005060369986504453,5,0.04,59,50
5.170419482188512e-07,3,0.024,55,50
0.03752998804327162,15,0.12,58,50
1.754874211614338e-05,6,0.048,43,50
3.89944741416204e-05,5,0.04,19,50
0.04312542266307828,18,0.144,38,50
0.04466249094776055,19,0.152,4,50
0.025371931306834596,28,0.224,3,50
0.024874939852303282,15,0.12,23,50
0.01865203599920672,14,0.112,22,50
0.01988417266403944,10,0.08,56,50
0.015550181894134771,8,0.064,31,50
0.020186172040649757,9,0.072,33,50
0.03790011635097302,14,0.112,12,50
7.980501237625505e-07,3,0.024,36,50
0.03130174935188383,8,0.064,26,50
0.00015185331374554178,7,0.056,35,50
0.00822401693855484,5,0.04,59,50
0.03189926265889635,22,0.176,0,50
0.037365917212385684,25,0.2,61,50
0.034823634162180435,22,0.176,8,50
0.013858482094183732,12,0.096,11,50
0.024424966602479222,15,0.12,58,50
0.04524965929824656,11,0.088,42,50
0.008039303818349136,5,0.04,28,50
0.02931195308300357,9,0.072,32,50
0.017509028386373564,7,0.056,44,50
0.006277888516681224,10,0.08,11,50
0.005818420870809539,8,0.064,48,50
0.03363529634813215,22,0.176,44,50
0.04451642681151362,24,0.192,21,50
0.06231745833944051,15,0.12,23,50
0.025056045044213507,20,0.16,31,50
0.03524418412737269,14,0.112,61,50
0.01574110359205348,14,0.112,32,50
0.027562219570049118,14,0.112,8,50
0.019554932397694777,16,0.128,39,50
0.031382719133273965,11,0.088,9,50
0.036375140939201356,10,0.08,55,50
0.03579766747869796,10,0.08,17,50
1.5743536888971715e-07,3,0.024,0,50
0.013942741094936484,9,0.072,63,50
0.02563806563989949,18,0.144,28,50
0.02031744848824316,10,0.08,63,50
0.16728179147877256,8,0.064,25,50
0.00647319699018205,5,0.04,11,50
0.03274342885842807,22,0.176,19,50
0.023624226790021973,23,0.184,31,50
0.034635376658610495,26,0.208,63,50
0.03180976409993263,25,0.2,24,50
0.030455477215420773,19,0.152,15,50
0.04354052466678863,13,0.104,61,50
0.028541481245510734,9,0.072,31,50
0.027487474489624537,6,0.048,20,50
0.032169077888397186,11,0.088,36,50
0.13578787090709168,6,0.048,11,50
0.02407010262000594,13,0.104,3,50
0.023615422600672033,11,0.088,63,50
0.019268672812030086,13,0.104,63,50
0.02320191680398251,6,0.048,59,50
0.02366870591078811,15,0.12,8,50
0.020640813873670286,18,0.144,63,50
0.011600715626005252,12,0.096,31,50
0.028868713015509924,10,0.08,26,50
0.012846008412511914,5,0.04,2,50
0.022227215597074593,11,0.088,14,50
0.026539965053120788,16,0.128,26,50
0.01569305049818776,7,0.056,51,50
0.2269095592511952,8,0.064,43,50
2.50019832890427e-05,11,0.088,55,50
0.03088203095757915,17,0.136,56,50
0.036733948664216774,19,0.152,16,50
0.014453935987980874,12,0.096,24,50
0.05198661769839523,13,0.104,0,50
0.015016845320319279,12,0.096,0,50
0.013232006032032681,5,0.04,21,50
0.034035791971816644,17,0.136,51,50
0.01868638435731164,8,0.064,25,50
1.468147479061072e-05,4,0.032,16,50
0.019485043328545514,15,0.12,59,50
6.392399485438684e-08,3,0.024,31,50
0.012267977021769148,5,0.04,1,50
0.10104238205535361,24,0.192,56,50
0.01858505464155862,14,0.112,12,50
0.04150885304134606,14,0.112,61,50
0.02707155450868922,18,0.144,63,50
2.2745078430706398e-05,7,0.056,45,50
0.004576268024235153,4,0.032,43,50
0.012002851008215895,4,0.032,19,50
0.07034505187768483,4,0.032,54,50
0.02791338347004722,10,0.08,14,50
5.024367841151147e-05,7,0.056,46,50
5.892181893421249e-05,10,0.08,27,50
0.02938848061488223,7,0.056,60,50
4.081914707749277e-06,4,0.032,54,50
0.0001241563519602304,5,0.04,22,50
7.251946429389431e-16,3,0.024,8,50
5.938343819641052e-07,3,0.024,38,50
5.1080234265301526e-05,4,0.032,42,50
6.880112845769394e-05,4,0.032,51,50
5.742900725624211e-05,4,0.032,6,50
0.014188982187588238,4,0.032,23,50
2.726560155561238e-05,5,0.04,4,50
2.52522629029528e-07,3,0.024,9,50
0.04298358713074897,5,0.04,15,50
6.838524504329885e-05,5,0.04,61,50
0.00014567169557628743,6,0.048,50,50
5.683279224919302e-05,4,0.032,19,50
